County name,State,FIPS,Population (2019),,,
Waushara County, Wisconsin,55137,"24,443",,,
Winnebago County, Wisconsin,55139,"171,907",,,
Wood County, Wisconsin,55141,"72,999",,,
Albany County, Wyoming,56001,"38,880",,,
Big Horn County, Wyoming,56003,"11,790",,,
Campbell County, Wyoming,56005,"46,341",,,
Carbon County, Wyoming,56007,"14,800",,,
Converse County, Wyoming,56009,"13,822",,,
Crook County, Wyoming,56011,"7,584",,,
Fremont County, Wyoming,56013,"39,261",,,
Goshen County, Wyoming,56015,"13,211",,,
Hot Springs County, Wyoming,56017,"4,413",,,
Johnson County, Wyoming,56019,"8,445",,,
Laramie County, Wyoming,56021,"99,500",,,
Lincoln County, Wyoming,56023,"19,830",,,
Natrona County, Wyoming,56025,"79,858",,,
Niobrara County, Wyoming,56027,"2,356",,,
Park County, Wyoming,56029,"29,194",,,
Platte County, Wyoming,56031,"8,393",,,
Sheridan County, Wyoming,56033,"30,485",,,
Sublette County, Wyoming,56035,"9,831",,,
Sweetwater County, Wyoming,56037,"42,343",,,
Teton County, Wyoming,56039,"23,464",,,
Uinta County, Wyoming,56041,"20,226",,,
Washakie County, Wyoming,56043,"7,805",,,
Weston County, Wyoming,56045,"6,927",,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
